mol_id,smiles
19704,O=C(Cc1csc(Cc2ccc(F)cc2)n1)NCCCCN1CCN(c2ccccc2)CC1
19705,Cc1nc(C(=O)NC(C)(C)c2noc(C)n2)ccc1
19706,CC1CC1c1nc(-c2ccccc2OC(F)(F)F)no1
19707,COCc1cn(-c2ccc(CNC(=O)CC(C)(C)C)cc2)nn1
19708,CC(=O)N1CCN(C(=O)c2c3CCCc3co2)CC12CCCCC2
19709,Cn1nccc1CN(C(=O)c1cc2c([nH]1)c(C(=O)O)cs2)C1CC1
19710,CC(C)c1c(-c2ccccc2)nc(C2CCCN2S(=O)(=O)c2ccccn2)o1
19711,Cc1cc(NCCCN2CCOCC2)nc(C)n1
19712,Cc1c(O)c(C)c(NC(=O)[C@@H]2CC[C@H](C(=O)O)O2)cc1
19713,Cc1c(NC(=O)c2c(C(=O)O)cnn2C)cccc1N(C)C
19714,Cc1nn(-c2ccccc2)cc1C(=O)Nc1cn(C(F)F)nc1
19715,CCn1nc(C(C)C)cc1C(=O)N1CCOc2c(ccc(O)c2)C1
19716,CC1CN(CC2CCCN2C(=O)CNC(=O)c2c(O)cccn2)CC(C)O1
19717,Cc1cc(C)cc(OCC(=O)N2CCN(c3nc(C)ncc3)CC2)c1
19718,O=C(Cc1ccc(-n2cnnn2)cc1)Nc1cn(CC2CCCO2)nc1
19719,O=S(=O)(c1nc2ccccc2cc1)N1CCCC1
19720,CN(C(=O)N1CCCC1)c1ncc(Br)cc1
19721,Cc1n[nH]c(C)c1CC(=O)N1CCC(c2ccccc2F)CC1
19722,Cc1cn2c(=O)cc(CNC(CO)c3ccccc3C)nc2s1
19723,CO[C@H]1C[C@@H](C(=O)N2CCCC2)N(S(=O)(=O)Cc2c(F)ccc(C#N)c2)C1
19724,Cc1cc(CNc2cc3c(C)[nH]nc3nc2)c(F)cc1
19725,CCc1nsc(N2CCC(Oc3ccccn3)CC2)n1
19726,Cc1nnc(SC(C(=O)NC(C)C)c2ccccc2)s1
19727,Cn1cnc2c1ccc(C(=O)NS(=O)(=O)CC1CCCCC1)c2
19728,COCCn1c(-c2ccnn2C)nnc1N1CCN2CCOCC2C1
19729,CC1CN(C(=O)C2CN(C(=O)c3ccco3)c3ccccc3O2)CC(C)O1
19730,O=C(C1CCCN1C(=O)c1ccccc1OC(F)F)N1CC(C2CCOCC2)C1
19731,Cc1nc2c(C(=O)N3CCOCC34CC4)cnn2c(C)c1
19732,O=C(O)COc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
19733,COc1ccc(CC2CCCN(C(=O)C3CCNC(=O)C3)C2)cc1
19734,CCc1nnc([C@H]2C[C@@H](O)CN2C(=O)c2csc3ccccc23)o1
19735,O=C(CCC1CCNC1)Nc1ccc(C(=O)N2CCc3ccccc32)cc1
19736,O=C1CCCN1Cc1ccc(C(=O)N2CCCC(N3CCCS3(=O)=O)C2)cc1
19737,COC1CCN(Cc2cn(CCc3ccccn3)nn2)CC1
19738,CCN1CCN(C2CCN(C(=O)CCc3ccccn3)C2)CC1
19739,Cc1cc(C)c(S(=O)(=O)Nc2c(C)[nH]nc2C(F)F)c(C)c1
19740,CS(=O)(=O)c1ccc(NC(=O)N2CCCC(CC(=O)O)C2)cc1
19741,CC1Cn2nc(C(=O)O)cc2CN1C(=O)CCc1c[nH]c2ccccc12
19742,CCn1cc(NC(=O)C(c2ccc(Br)cc2)N2CCCC2)cn1
19743,CCC(=O)Nc1cc(OCc2cnccc2)ccc1
19744,CCCC1CCCCC1CNC(=O)N1CC(=O)N(C)C1
19745,Cc1nc2ccccc2n1CC(=O)N1CC(=O)NCC1(C)C
19746,Cc1c(O)cc(CC(=O)N2CCCC(c3n[nH]c(=O)[nH]3)C2)cc1
19747,Cc1nc(C)c(S(=O)(=O)N2CCc3c2cc(F)cc3F)s1
19748,COCc1cc(NC(=O)N2CCCCCC2c2ccncc2)ncn1
19749,O=C(c1cc(OCC(F)(F)F)ncc1)N1CC(O)C1
19750,Cn1nc2CCCCc2c1C(=O)Nc1cn2ncnc2cc1
19751,COCC1(O)CCN(C(=O)NC2CCN(C3CC3)CC2)CC1
19752,CN(C)c1ncc(NC(=O)c2nc(-c3ccccc3)cs2)cn1
19753,Cc1noc2ncnc(N3CCN(C(=O)Cc4ccccn4)CC3)c12
19754,N#Cc1ccccc1-c1ccccc1C(=O)NCC(=O)N1CCc2ccccc21
19755,Cc1c(C)cc(S(=O)(=O)Nc2nocc2C2CC2)cc1
19756,CN(C)c1ncc(S(=O)(=O)N2CCCC2C2CCC2)cc1
19757,CC(NC(=O)c1ccco1)C(=O)N1CCCC(CCC(=O)O)C1
19758,NC(=O)c1cnc(NC(=O)C2CCN(CC(F)(F)F)CC2)s1
19759,Cn1cc(S(=O)(=O)NC(=O)CCCC2CCCC2)c2ccccc21
19760,CC1CCN(C2CCC(NC(=O)CC3COc4ccccc4O3)CC2)CC1
19761,NC(=O)C1CCN(c2nnc(-c3cc(Br)ccc3)n2Cc2ccccc2)CC1
19762,O=C(CC1CCCCC1)Nc1c2cc[nH]c2ccc1
19763,Cc1nn(C)c(C)c1CC(=O)N(CC(=O)O)CC1CC1
19764,O=C(O)COC1CCN(S(=O)(=O)c2cnccc2)CC1
19765,CCNC(=O)NC1CCN(S(=O)(=O)c2cn(C)nc2)CC1
19766,Cc1cccc2nc(C(=O)N3CCCC(C(C)(C)C(=O)O)C3)cn12
19767,O=C(NC(C(=O)O)c1cc2c(cc1)OCC2)c1noc2c1CCCC2
19768,CN1Cc2ccccc2C(NC(=O)c2cc3c(CCC3)c(S(N)(=O)=O)c2)C1
19769,O=C(CCc1nccnc1)NC1CCN(CC2CC2)CC1
19770,CCc1cccc(C)c1NS(=O)(=O)c1cnc2CCCn12
19771,CC(NC(=O)CC1C=CCC1)c1nc2ccccc2n1C(F)F
19772,Cc1c(OCC(O)CNC2CCCC23CCOCC3)c(C)ccc1
19773,Cn1nc(C(=O)N2CCC(Oc3ccccc3Cl)C2)cc1C1CC1
19774,COc1c(OC)cc2c(=O)[nH]c(CN3CCCC(n4ccnc4)C3)nc2c1
19775,NC(=O)C1CCCN(c2ccc(C(=O)N3CCC(c4cc5ccccc5[nH]4)CC3)cc2)C1
19776,O=C1NCCN1Cc1ccccc1NC(=O)N1CCCC1
19777,CN(C(=O)c1c2CCCCc2nn1C)c1c(F)ccc(F)c1
19778,Cc1cc(C)cc(-c2noc(CC3CNCCS3(=O)=O)n2)c1
19779,COc1c(NC(=O)N2CCCC2C2CCC2)cc(C(=O)N(C)C)cc1
19780,CC(NC(=O)N1CCC2(CC1)NC(=O)N(C)C2=O)c1c(F)c(F)ccc1
19781,CNC(=O)c1nc(C)c(C)c(N2CC[C@@H](NCc3nn(C)c4c3COCC4)C2)n1
19782,NC1CN(c2nc3ccccc3[nH]2)C1
19783,Cc1ccccc1-n1cc(C(=O)NCC2CCCOC2)cn1
19784,O=C(C1CCc2c(C1)[nH]nc2)N1CCCC(Cn2ccnn2)C1
19785,Cc1c(C)n(C2CCCC2)c2ncnc(N3CCCN(C)CC3)c12
19786,Fc1c(OC2CCN(Cc3cn(CC(F)F)nc3)CC2)nccc1
19787,O=S1(=Nc2ccccc2)CCC2(CC1)CN(c1ccccn1)CCO2
19788,O=c1[nH]c(-c2cc(-n3cccn3)ncc2)nc2c1sc(-c1ccc(F)cc1)c2
19789,CN(C)C(=O)COc1ccc(Oc2ccccn2)cc1
19790,CCn1nc(C)c(S(=O)(=O)NCCc2conc2)c1C
19791,CCc1ccccc1N1CC(C(=O)Nc2n[nH]c(C)n2)CC1=O
19792,O=C1NC(=O)C2(CCCCC2NC(=O)c2cc3ccccc3[nH]2)N1
19793,CCC(CO)N1CCN(C(=O)c2c(F)ccc(NC(C)=O)c2)CC1
19794,Cc1c(CNC(=O)c2cc(Cl)c(OC3CCCCC3)nc2)cn[nH]1
19795,COc1c(NC(=O)c2cc(NC(=O)C(C)C)ncc2)cc(NC(C)=O)cc1
19796,Cc1nn(Cc2ccccc2)c(C)c1C1COCCN1C(=O)CCc1cncs1
19797,Cc1n[nH]c(C)c1S(=O)(=O)N(C)c1ccccc1
19798,Cc1c(C(=O)N(C)Cc2c[nH]nc2)oc2c1cc(F)cc2
19799,CC(C)c1nsc(CN2CCC(NS(C)(=O)=O)C2)n1
19800,c1cc(-c2nc3c(CCC3)c(N3CCc4c(C3)[nH]nc4)n2)cnc1
19801,CC(C)(C)CC(=O)NCC(=O)N1CCCC1CCc1ccccc1
19802,NC(=O)c1cnc(C(=O)Nc2cn(CCN3CCOCC3)nc2)cc1
19803,Cc1c(-c2nc(Cc3cc(F)ccc3)no2)nnn1CCOc1ccc(F)cc1
19804,Cc1cc(C(C)C)nc(N2CCC(CC(=O)O)CC2)n1
19805,CNC(=O)Cc1ccc(NC(=O)N2CCCC2C2CC2)cc1
19806,CN(C)c1cc(C(=O)N2CCC(N3CCCC3=O)CC2)ncc1
19807,COc1cc(CC(=O)O)c(S(=O)(=O)N(C)C2CCOC2)cc1
19808,O=C(O)C1CCCN1Cc1coc(-c2ccccc2C(F)(F)F)n1
19809,CCc1cc2c(Nc3ccc(CN4CCCC4=O)cc3)ncnc2s1
19810,COc1c(Cl)cc(NC(=O)c2c(C)n(-c3ccccn3)nc2)cc1Cl
19811,O=C(c1cc2ccccc2n1Cc1ccccc1F)N1CCC2C(CCC(=O)N2C2CC2)C1
19812,CC(C)c1nccc(Nc2cn(C(C)(C)C)nc2)n1
19813,CC(C)c1cc(C(=O)N2CCN(c3ccccn3)CC2)no1
19814,Cc1c(C(=O)N2CC[C@H]3C[C@@]3(O)C2)c(=O)[nH]c(-c2ccco2)n1
19815,Cc1cc(C(NS(=O)(=O)CC2CCCCO2)C(=O)O)ccc1
19816,COCCCS(=O)(=O)N1CCN(c2nccc(C)c2C#N)CC1
19817,CC(C)CN(CC(C)C)C(=O)CCn1c(=O)c2c(nc[nH]2)n(C)c1=O
19818,CC(C)Cn1ncnc1CN1CC(CC(=O)N(C)C)c2c1ccc(Cl)c2
19819,Cc1cc(NC2CCN(c3ccccn3)C2)ncn1
19820,O=C(Nc1ccncc1)N1CCCCC1c1ccccc1
19821,Cc1nn(C(C)c2nc(-c3cc(C)c(F)cc3)no2)c(C)c1
19822,O=C(CCC(F)(F)F)N1CCCC(c2n[nH]c(C3CC3)n2)C1
19823,Cn1c(N2CC[C@@H](Nc3ncnn4cccc34)C2)cc(=O)n(C)c1=O
19824,CC(=O)NC1CCC(NC(=O)CN2C(=O)C3C4C=CC(C4)C3C2=O)CC1
19825,CC1(C2CCCN(C(=O)Cn3nc(C(F)(F)F)c4c3CCC4)C2)OCCO1
19826,CC1(C)C[C@@H]1C(=O)N1CCOC(c2n[nH]nn2)C1
19827,CC(C)NC(=O)CN1CCN(C(=O)c2cn(C)cn2)CC1
19828,Cc1n[nH]c(C)c1C(C)CC(=O)N1CC(C)C1c1ccccc1
19829,O=C(c1cc(=O)[nH]c2c1CCCC2)N1CCOc2ccccc2C1
19830,CC1CCCCN1C(=O)Cn1cc(COc2cc(F)cc(F)c2)nn1
19831,CC(=O)Nc1c(F)ccc(C(=O)N2CCC(CCN3CCOCC3)CC2)c1
19832,Nc1nc(C2CC2)ncc1C(=O)Nc1ccccc1
19833,Cc1cc(C2CCCN2C(=O)c2cc3c(cc2)[nH]nc3)no1
19834,Cn1ccc2c1cc(NC(=O)N1CC3CCCCCCC31)cc2
19835,Cc1nc2c(C(=O)NCC(C(=O)O)c3ccccc3)cnn2c(C)c1
19836,CC1CN(C)c2ccccc2N(S(=O)(=O)c2cc(Cl)cnc2)C1
19837,CNC(=O)C1CCCN1C(=O)c1ncc(C(C)C)cc1
19838,CCc1c(C(=O)N2CCN(C3CC3)c3ccccc32)cc[nH]1
19839,NCCc1ccc(C(=O)NC[C@]23CNC[C@@]2(C(F)(F)F)C3)cc1
19840,O=C(Nc1nc(-c2ccc(F)cc2)ns1)c1nn(C(F)F)cc1
19841,COc1c(CN(C)C(=O)NCC2(c3ccccn3)CCC2)cc(C)cc1
19842,COc1cccc(N2CCN(C(=O)c3cn(-c4ccc(C)cc4)nn3)CC2)c1
19843,CCC(NC(=O)c1cc(=O)[nH]n1C)C1CCCCC1
19844,CCC1(C(=O)O)CCN(Cc2ncc(Cl)s2)CC1
19845,Fc1cnc(NC[C@H]2CC[C@@H](c3nc(C4CC4)n[nH]3)O2)nc1
19846,CNC(=O)C1CN(S(=O)(=O)CC(C(C)C)C(C)C)CCO1
19847,O=C(Cc1coc2c1ccc(F)c2)N1CCOC2(CCCOC2)C1
19848,O=C1CCC(NC(=O)Nc2c(-c3nccs3)[nH]nc2)C2(CCC2)N1
19849,CC(C)C(=O)Nc1nccc(C(=O)N2CCC(O)(c3ccccc3)CC2)c1
19850,c1ccc2OC(c3noc(CC4CCNCC4)n3)COc2c1
19851,Cn1cc(Cl)c(C(=O)N2CCN(C3CCC3)CC2)n1
19852,CCC(NC(=O)N1CCS(=O)(=O)CC1)c1nc(C)cs1
19853,NC(=O)c1c(N2CCN(C(=O)C3CCNC(=O)C3)CC2)nccc1
19854,CC(CN1CCCC1=O)NC(=O)NCc1c(Cl)c(Cl)ccc1
19855,CC(C)C(C(=O)N1CCC(C)(C(=O)O)C1)N1C(=O)c2ccccc2C1=O
19856,O=C(Cn1cnnn1)N1CCN(C(=O)NC2CCc3c2cccc3Cl)CC1
19857,OC1CCC(Nc2ncc(Br)cc2)CC1
19858,N#Cc1cc(C(=O)Nc2cccc(-c3n[nH]nn3)c2)ccc1
19859,O=C(NCC1COc2ccccc2O1)NC1CCC(O)CC1
19860,CC1(C)CCC(c2nc(-c3ncc(Br)cc3)no2)O1
19861,COc1c(S(=O)(=O)N2CCc3c(C2)c(=O)[nH]cn3)cc(C)cc1
19862,CC1(c2ccccc2)CC(NC(=O)Cc2ccc(-n3cnnn3)cc2)C1
19863,Cn1cc(C(=O)Nc2ncc(N3CCOCC3)cc2)c(C2CCCCC2)n1
19864,C[C@H](Oc1ccc(Br)cc1)C(=O)Nc1cn(CC(=O)NC2CC2)nc1
19865,CC(=O)NCc1cn(-c2ccccc2)nc1C(C)C
19866,CC1CC(C(=O)N2CCC(C3CCOC3)C2)CC(=O)N1
19867,CC1(C)CCCN(C(=O)NCCC2(O)CCOCC2)CC1
19868,Cn1ccc(NC(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2)n1
19869,Cc1ncncc1C(=O)N1CCN(c2c(C(N)=O)cccn2)CC1
19870,CCN1CC[C@H]2OCCN(C(=O)c3ccccc3-n3cccn3)[C@H]2C1
19871,O=C(NC1(c2ccc(F)cc2)CCOCC1)c1nn(-c2ccccc2F)cc1
19872,CC(O)CCN(C)C(=O)c1c2OCCOc2ccc1
19873,c1ccc(-c2ncc(CN3CCCC(n4cncn4)C3)o2)cc1
19874,O=C(c1c(Cl)cc([N+](=O)[O-])cc1)N1CCN(CC2CC2)CC1
19875,CC(C)(C)n1nccc1NC(=O)c1nc2ccccc2cc1C1CC1
19876,O=C(C1CC1)N1CCc2c1cc(S(=O)(=O)NCc1ccn[nH]1)cc2
19877,CCc1nn(C)c(CC)c1S(=O)(=O)NC(C(=O)O)c1cccc(C)c1
19878,CC(C)N(Cc1ccccn1)S(=O)(=O)c1c(Cl)cc2NC(=O)COc2c1
19879,O=C(c1ccc[nH]c1=O)N1CCCC(c2ccn[nH]2)C1
19880,Cc1nccc(NC(=O)c2cncc(-c3cn(C)nc3)c2)c1
19881,CCc1c(C)cc(C(=O)NC2(CCO)CCOCC2)c(=O)[nH]1
19882,COC(=O)COc1ccc(NC(=O)C(C)CN)c2ccccc12
19883,O=C(NS(=O)(=O)c1cc2c(cc1)OCC2)C1CCN(C(=O)C2CC2)CC1
19884,CN(C)S(=O)(=O)c1c[nH]c(C(=O)N2CCNC(=O)C2c2ccc(C(F)(F)F)cc2)c1
19885,c1cc(C2CCCN2c2nc(C3CC3)ns2)cnc1
19886,Cc1noc(C)c1CS(=O)(=O)c1ccc(C(C)C)cc1
19887,c1cnc(-c2nc(NC3CCC4CCCCC4C3)ncc2)cn1
19888,COc1cncc(N2CCN(C(=O)C3(SC)CCC3)CC2)c1
19889,O=C(Nc1nc2c(CCCC2)s1)c1coc(C2CCOCC2)n1
19890,Cc1nc(-c2noc(C3CCC(NC(=O)C4CCCC4)CC3)n2)co1
19891,CCn1cc(-c2nn(C)cc2C(=O)NC2CCCN(c3ccc(C)cc3)C2=O)cn1
19892,CCCNC(=O)C1CCN(C(=O)C2CCOC2)CC1
19893,Cc1cc(C(CNC(=O)N2CCOCC2)N2CCOCC2)ccc1
19894,FC(F)Oc1cccc(C2CN(c3c4cc[nH]c4ncn3)CCO2)c1
19895,O=C(NCc1n[nH]nn1)c1noc(COc2c(Cl)cccc2Cl)c1
19896,CS(=O)(=O)c1cc(C(=O)Nc2cc3c(cc2)CNC3=O)c(Br)cc1
19897,Cc1c(C(=O)N2CCC(CC(=O)O)CC2)scn1
19898,N#Cc1ccc(S(=O)(=O)N2CCn3nccc3C2)cc1
19899,CN(C)C1CN(C(=O)Nc2cc(N3CCOCC3)ccc2)C1
19900,Cc1c(C)sc(S(=O)(=O)NC(=O)CC2OCCCO2)c1
19901,Cc1c(C(=O)NC2C3CCCC2CC(N)C3)c(=O)[nH]c(C(C)C)n1
19902,Cc1noc(C2CCCCN2C(=O)NC2CC3CC2C2CCCC32)n1
19903,COc1nc(N2CCN(C(=O)CC(C)(C)c3ccccc3)CC2)nc(C)c1
19904,Cc1c(C)c2c(nc(CSC(C)C(=O)NCCN3CCCC(C)C3)[nH]c2=O)s1
19905,COc1cccc2c1OC[C@]1(C(=O)O)CN(Cc3cc(F)ccc3)C[C@H]21
19906,Nc1nc2c(cc(CC(=O)O)cc2)s1
19907,CCn1c(NCCCn2nc(C)cc2C)nc2c1ncc(C(=O)O)c2
19908,Cc1c(C(=O)O)cnc2ccccc12
19909,O=C(O)c1c2cccnc2ncc1
19910,Cc1nc2c(CCCC2CC(=O)O)o1
19911,Cc1nn(C)cc1-c1nn(CC(=O)O)cc1
19912,O=C(NC1(C(=O)O)CC1)c1ccccc1Cl
19913,CC1CN(C(C)C(=O)O)C1
19914,CCn1c(C)cc(C(=O)O)c1C
19915,Cn1nc(C(=O)O)cc1-c1cnccc1
19916,O=C(O)c1c(F)ccc(N2CCCC2=O)c1
19917,Nc1c(C(=O)O)cnc2ccccc12
19918,Cc1cn2c(C(=O)O)cnc2cc1
19919,O=C(O)c1cc(N2CCCNC2=O)ccc1
19920,O=C(O)c1cc2c(CCCCC2)[nH]c1=O
19921,Cc1c(C(=O)O)sc(Cc2ccccn2)n1
19922,O=C(O)C1CSC(Cc2ccccc2F)C(=O)N1
19923,CC(C)(C)c1c(C(=O)O)nco1
19924,COc1c(C(=O)O)c2nccn2cc1
19925,Cc1c(C(=O)O)cnn1-c1ccccn1
19926,Cc1nn(-c2ccccc2)c(C)c1C(=O)O
19927,C[C@@H](c1ccccc1)N1C[C@@H](C(=O)O)CC1=O
19928,Cn1ncc(C(=O)O)c1C1CCC1
19929,O=C(O)c1cnc(N2CCCC2)cc1
19930,CN1CC(CC(=O)O)C1
19931,Cn1cc(C(=O)O)c(C2CC2)n1
19932,Cn1cc(-c2cc(C(=O)O)ccc2)cn1
19933,CC(C)c1cc(C(=O)O)nn1C(C)(C)C
19934,O=C(O)c1ccc(-n2cc[nH]c2=O)cc1
19935,O=C(O)CN1C(=O)CCCc2c1ccs2
19936,Cc1nc2cc(C(=O)O)nn2c(C(F)(F)F)c1
19937,O=C(O)CCc1cnco1
19938,Cc1noc(C2(C(=O)O)CC2)c1
19939,Cc1nc2ncnn2cc1C(=O)O
19940,O=C(O)c1cc(-n2cncn2)ncc1
19941,N[C@H](CC(=O)O)c1c(F)cccc1F
19942,CC(C)c1nc(C(=O)O)nn1-c1cc(F)ccc1
19943,O=C(O)c1cc2cccn2cn1
19944,O=C(O)c1c(Cl)cc2NCCc2c1
19945,O=C(O)CCn1sc2ccccc2c1=O
19946,Cc1nn(-c2cc(Cl)ccc2)c(C(F)F)c1C(=O)O
19947,Cc1ccc(-c2cc(-c3ccco3)nc(N)n2)cc1
19948,COc1ccc(C=NOC(=O)Nc2ccccc2OC)cc1
19949,Cc1cc2c(OCC2)c(C(=O)O)c1
19950,Cc1nnc2CC(C(=O)O)Cn12
19951,O=C(O)CCc1nc2ccccc2cc1
19952,Cc1nc2c(ccc(C(=O)O)c2)n1C
19953,C[C@@H](NC(=O)c1cc2c(ccc(F)c2)o1)C(=O)O
19954,CC1CCC(C(=O)O)NC1C
19955,CNC(=O)NC1(C(=O)O)CCCC1
19956,O=C(O)c1c2cccnc2c(Cl)cc1
19957,O=C(O)CCN1C(=O)c2c(nccc2)C1=O
19958,Cn1nc(C(C)(C)C)c2c1ncc(C(=O)O)c2
19959,Cn1ccc(C(=O)N2CCCCC2C(=O)O)cc1=O
19960,O=C(O)c1cncc(C2CC2)c1
19961,Cc1cccc2ncc(C(=O)O)n12
19962,O=C(O)c1cc2cncn2cc1
19963,O=C(O)c1cnc(C2CCCO2)s1
19964,Cc1cc(C)nc(N2CCC(C(=O)O)CC2)n1
19965,CCC1CCCN1c1nccc(C(=O)O)c1
19966,Cc1ccc(-n2ncc(C(=O)O)c2C(C)C)cc1
19967,CNc1c(C(=O)O)c(C)ns1
19968,CC1CC1C(=O)NCC(=O)O
19969,O=C(O)c1c2ccc(Cl)cn2cn1
19970,O=C(O)C1(N2CCOCC2)CCC1
19971,O=C(O)c1cc(-c2ccccc2F)n[nH]1
19972,CC(C)Cn1ncc2cc(C(=O)O)cnc21
19973,O=C(O)c1cn(-c2ccc(F)cc2)c(=O)cc1
19974,O=C(O)C1CCN(c2nc3ccccc3s2)CC1
19975,O=C(O)Cc1nc(C2CC2)n[nH]1
19976,Cc1cc2c(cc1)ncn2CC(=O)O
19977,O=C(O)CCc1cc2ncccc2cc1
19978,O=C(O)C1CCN(c2nccs2)CC1
19979,O=C(O)c1nn(-c2ccccc2)c(C2CC2)n1
19980,O=C(NC1(C(=O)O)CC1)c1cc2c(CCC2)s1
19981,O=C(O)c1c2CNCCc2c(F)cc1
19982,CC(C)CN1CC(C(=O)O)CC1=O
19983,Cn1c(=O)n(CCC(=O)O)c2ccccc21
19984,Cn1nnc2c(C(=O)O)ccnc21
19985,Cc1csc2ncc(C(=O)O)c(=O)n12
19986,O=C(O)c1cn2cc(C3CC3)nc2cc1
19987,O=C(O)CCC(=O)N1CCc2c(ccs2)C1
19988,CCc1nc(CC(=O)O)cs1
19989,Cc1c(C(=O)O)sc2nccn12
19990,CC(C)C(C(=O)O)n1cnc2ccccc21
19991,O=C(O)CN1CCCN(c2ccccc2)CC1
19992,O=C(O)c1ccc(C(=O)N2CC3CCCCC3C2)o1
19993,CN(C)c1nnc(C(=O)O)cc1
19994,Cc1nc2ccnn2c(C)c1C(=O)O
19995,O=C(O)Cc1cc2ccccc2c(=O)[nH]1
19996,O=C(O)C1CCCN1C(=O)C1CCCC1
19997,O=C(O)CNC(=O)c1cc2c(CCCC2)s1
19998,CO[C@H]1C[C@@H](C(=O)O)N(C)C1
19999,O=C(O)c1c(Cl)c2cccnc2cc1
20000,CCCS(=O)(=O)N1CCCC1C(=O)O
20001,Cn1nc(C(=O)N2CCOCC2)cc1C(=O)O
20002,Cc1c(C(=O)N[C@@H](C)C(=O)O)sc2c1cc(F)cc2
20003,O=C(O)Cc1cc2c(cc1)nc[nH]2
20004,O=C(O)c1ccc(-n2ccnc2)cc1
20005,Cc1nc2c(CCCC2C(=O)O)s1
20006,O=C(O)C1CCCN(c2nccnc2)C1
20007,CN1CCC(=O)Nc2c1ccc(C(=O)O)c2
20008,O=C(O)C1CCCCN1C(=O)c1cnccc1
20009,CC(C)Cn1cc(C(=O)O)cn1
20010,Cn1nc(C(=O)O)cc1OC(F)F
20011,CN(C)C(C(=O)O)c1ccc(Cl)cc1
20012,CN(C)C(=O)Nc1cc(Cl)c(C(=O)O)cc1
20013,CC(C)c1nn(C)c(CC(=O)O)n1
20014,O=C(O)c1cccc(CN2CCCCC2)c1
20015,Cc1c(C(=O)O)nnn1-c1cc(Cl)ccc1
20016,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)O)cc1
20017,NC1CCN(c2ccc(C(=O)O)cc2)CC1
20018,O=C(O)c1cc(N2CCCC2=O)c(Cl)cc1
20019,Cc1cc(C(=O)O)nc(=O)[nH]1
20020,Cc1nsc2c1cc(C(=O)O)cn2
20021,O=C(O)c1c(-c2ncccn2)cccc1F
20022,O=C(O)[C@@H]1C[C@H]1c1cn(-c2ccccc2)nc1
20023,CCc1nc(C(=O)O)nn1-c1ccccc1Cl
20024,O=C(O)C12CCC(CC1)NC2
20025,Cc1nn2cc(C(=O)O)nc2s1
20026,O=C1CC(C(=O)O)(c2ccccc2)CN1
20027,CN1C(=O)CC(C)(C(=O)O)c2ccccc21
20028,CCc1nc(C)c2c(C)c(C(=O)O)sc2n1
20029,CCn1nc(C)cc1C(=O)O
20030,Cc1nn(C)c(C)c1C(C)C(=O)O
20031,CN(C)c1ccc(C2(C(=O)O)CC2)cc1
20032,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1
20033,O=C(O)c1c(C2CC2)n(-c2ccccc2)nn1
20034,Cc1ccc2cccc(C(=O)O)c2n1
20035,CC1Nc2c(cc(C(=O)O)cc2)NC(=O)C1C
20036,O=C(O)CNC(=O)c1c(Cl)c2ccccc2s1
20037,CC(C)(C)c1c(C(=O)O)cn[nH]1
20038,Cn1c(=O)[nH]c2c1cc(C(=O)O)cc2
20039,Cc1nccc(-c2nc(C(=O)O)co2)c1
20040,O=C(O)c1cnc(-c2cc3c(cc2)OCC3)s1
20041,O=C(O)c1cc2c(CCNC2)s1
20042,O=C(O)c1ccc(CN2CCCC2)s1
20043,CC1(C(=O)O)CCCNC1
20044,CC(C)(C)c1c(C(=O)O)nc[nH]1
20045,CNC(=O)c1nc(C(=O)O)ccc1
20046,O=C(O)Cn1c(=O)[nH]c2ccccc21
20047,O=C(O)Cn1cnc2ccccc2c1=O
20048,O=C(O)c1c(C2CC2)n(-c2cc(F)ccc2)nn1
20049,Cc1cc(=O)[nH]cc1C(=O)O
20050,Cn1nc(C(=O)O)c2c1CCCC2
20051,O=C(O)Cc1cc2ccccc2c(=O)o1
20052,O=C(O)c1nc2ccccc2nc1C1CC1
20053,Cc1c(C)cc(-n2cc(C(=O)O)ccc2=O)cc1
20054,O=C(O)c1cccc2c1CCNC2
20055,O=C(O)c1cnc2nc[nH]c2c1
20056,O=C(O)c1cnnn1-c1ccccc1
20057,CNC(C(=O)O)c1c(F)cc(F)cc1
20058,Cn1cc(-c2nc(C(=O)O)cs2)cn1
20059,Cc1cc(-n2cc(C(=O)O)nn2)cc(F)c1
20060,Cc1c(C(=O)O)nnn1-c1ccccc1Cl
20061,Cc1c(C(=O)O)cc(S(=O)(=O)N2CCCCC2)cc1
20062,O=C(O)Cn1cccnc1=O
20063,CC(C)C(C(=O)O)c1ncn[nH]1
20064,Cn1ccc(-n2cnc(C(=O)O)c2)n1
20065,Cc1cc2c(cc1)[nH]c(C)c2CC(=O)O
20066,Cc1c(CC(=O)O)nc(-c2ccccc2)o1
20067,O=C(O)c1cc2c(cc1)c(=O)n1CCCCCc1n2
20068,CCC(C(=O)O)n1cccn1
20069,Cn1cc(Nc2cccc(C(=O)O)c2)cn1
20070,CCN1CCC(C(=O)O)(c2ccccc2)CC1
20071,COc1cc(Cl)nnc1Cl
20072,CC(C)N1Cc2c(C1)sc(C(=O)O)c2
20073,O=C(O)c1cc2cc3ccccc3nc2s1
20074,O=C(O)C1(C(=O)NC2CC2)CC1
20075,O=C(O)c1ccccc1OC1CCC1
